"","Source","Source_Year","Study","Control_ID","Study_Year_Initial","Study_Year_Final","Duration_Years","Collection_Periods","Continent","Country","Site_Name","Latitude","Longitude","Location_Uncertainty","Phylum","Class","Order","Family","Genus","Species","Binomial","Feeding_Guild","Aggregated_Study","Soil_Fauna","Soil_Depth","Pest","Nitrogen_Deposited","Nitrogen_Added","N_Added_Deposited","Fertilizer_Type","Plot_Size","Treatment_Mean","Treatment_N","Treatment_SD","Treatment_SE","Control_Mean","Control_N","Control_SD","Control_SE","SD_Estimated","Sampling_Method","Unit_Measurement","Treatment_ScalingConstant","Control_ScalingConstant","Biome","Vegetation_Type","Land_Use_Described","MAT","MAP","pH","P","K","Checked","Finished","Reviewer","Study_Quality_1","Study_Quality_2","Study_Quality_3","Study_Quality_Total","Data_Retrieved_From","Notes","ControlYN","Control_MeanCorrected","Treatment_MeanCorrected","Control_SDCorrected","Treatment_SDCorrected","Ratio","logRR_uncorrected","logRR","VAR_uncorrected","VAR","CEC","Ndep_1984_2015","CRU_MAT_Initial","CRU_MAT_Final","CRU_MAP_Initial","CRU_MAP_Final","CRU_MAT_mean","CRU_MAP_mean","RowID","logNadd","logNadd2","logNdep","logNdep2","Feeding_GuildUsed","Feeding_GuildCode","Habitat"
"669","Liu_et_al_2020",2020,196,"196r",2013,2016,4,9,"Asia","China","Jigongshan (JGS) National Nature Reserve",31.766767,114.0166882,2000,"Nematoda","Chromadorea","Monhysterida","Monhysteridae","Monhystera",NA,NA,"Bacterivore","NO","YES","0-10","NO","19.6",50,"Added","NH4NO3",400,4.1,36,1.8,0.3,5.9,36,2.5,0.42,"FromSE","Soil cores","Individuals/100 gr soil",0.5,0.5,NA,"Temperate_Forest",NA,"15.20","1119.00","4.2",NA,NA,"Y","Y","Juan",1,1,1,3,"Table S3","UAN50","Treatment",5.9,4.1,2.5,1.8,0.694915254237288,-0.363965377201412,-0.363782095148792,0.0103413478519284,0.0103681173130878,18.1067790985107,17.3307609558105,16.5750007629395,16.6750011444092,82.8166656494141,100.875,16.6250009536743,91.845832824707,669,1.69897000433602,2.88649907563353,1.23881763205345,1.53466912548651,"Bacterivore",1,"Forest"
"670","Liu_et_al_2020",2020,196,"196s",2013,2016,4,9,"Asia","China","Jigongshan (JGS) National Nature Reserve",31.766767,114.0166882,2000,"Nematoda","Chromadorea","Plectida","Plectidae","Plectus",NA,NA,"Bacterivore","NO","YES","0-10","NO","19.6",25,"Added","NH4NO3",400,6.4,36,2.4,0.4,5.7,36,1.2,0.2,"FromSE","Soil cores","Individuals/100 gr soil",0.5,0.5,NA,"Temperate_Forest",NA,"15.20","1119.00","4.2",NA,NA,"Y","Y","Juan",1,1,1,3,"Table S3","CAN25","Treatment",5.7,6.4,1.2,2.4,1.12280701754386,0.115831815525122,0.117169366502345,0.00513739804555248,0.00514578530283876,18.1067790985107,17.3307609558105,16.5750007629395,16.6750011444092,82.8166656494141,100.875,16.6250009536743,91.845832824707,670,1.39794000867204,1.95423626784598,1.23881763205345,1.53466912548651,"Bacterivore",1,"Forest"
"671","Liu_et_al_2020",2020,196,"196s",2013,2016,4,9,"Asia","China","Jigongshan (JGS) National Nature Reserve",31.766767,114.0166882,2000,"Nematoda","Chromadorea","Plectida","Plectidae","Plectus",NA,NA,"Bacterivore","NO","YES","0-10","NO","19.6",50,"Added","NH4NO3",400,8,36,2.2,0.37,5.7,36,1.2,0.2,"FromSE","Soil cores","Individuals/100 gr soil",0.5,0.5,NA,"Temperate_Forest",NA,"15.20","1119.00","4.2",NA,NA,"Y","Y","Juan",1,1,1,3,"Table S3","CAN50","Treatment",5.7,8,1.2,2.2,1.40350877192982,0.338975366839331,0.339410140038777,0.00333184248999692,0.00333480681132642,18.1067790985107,17.3307609558105,16.5750007629395,16.6750011444092,82.8166656494141,100.875,16.6250009536743,91.845832824707,671,1.69897000433602,2.88649907563353,1.23881763205345,1.53466912548651,"Bacterivore",1,"Forest"
"672","Liu_et_al_2020",2020,196,"196s",2013,2016,4,9,"Asia","China","Jigongshan (JGS) National Nature Reserve",31.766767,114.0166882,2000,"Nematoda","Chromadorea","Plectida","Plectidae","Plectus",NA,NA,"Bacterivore","NO","YES","0-10","NO","19.6",25,"Added","NH4NO3",400,4,36,0.9,0.15,5.7,36,1.2,0.2,"FromSE","Soil cores","Individuals/100 gr soil",0.5,0.5,NA,"Temperate_Forest",NA,"15.20","1119.00","4.2",NA,NA,"Y","Y","Juan",1,1,1,3,"Table S3","UAN25","Treatment",5.7,4,1.2,0.9,0.701754385964912,-0.354171813720614,-0.35408426274339,0.00263739804555248,0.00263914467783876,18.1067790985107,17.3307609558105,16.5750007629395,16.6750011444092,82.8166656494141,100.875,16.6250009536743,91.845832824707,672,1.39794000867204,1.95423626784598,1.23881763205345,1.53466912548651,"Bacterivore",1,"Forest"
"673","Liu_et_al_2020",2020,196,"196s",2013,2016,4,9,"Asia","China","Jigongshan (JGS) National Nature Reserve",31.766767,114.0166882,2000,"Nematoda","Chromadorea","Plectida","Plectidae","Plectus",NA,NA,"Bacterivore","NO","YES","0-10","NO","19.6",50,"Added","NH4NO3",400,5.1,36,2,0.33,5.7,36,1.2,0.2,"FromSE","Soil cores","Individuals/100 gr soil",0.5,0.5,NA,"Temperate_Forest",NA,"15.20","1119.00","4.2",NA,NA,"Y","Y","Juan",1,1,1,3,"Table S3","UAN50","Treatment",5.7,5.1,1.2,2,0.894736842105263,-0.111225635110224,-0.109705278508027,0.00550300929549908,0.00551289155752351,18.1067790985107,17.3307609558105,16.5750007629395,16.6750011444092,82.8166656494141,100.875,16.6250009536743,91.845832824707,673,1.69897000433602,2.88649907563353,1.23881763205345,1.53466912548651,"Bacterivore",1,"Forest"
"674","Liu_et_al_2020",2020,196,"196t",2013,2016,4,9,"Asia","China","Jigongshan (JGS) National Nature Reserve",31.766767,114.0166882,2000,"Nematoda","Chromadorea","Plectida","Plectidae","Wilsonema",NA,NA,"Bacterivore","NO","YES","0-10","NO","19.6",25,"Added","NH4NO3",400,19.7,36,4.8,0.8,18.9,36,4.8,0.8,"FromSE","Soil cores","Individuals/100 gr soil",0.5,0.5,NA,"Temperate_Forest",NA,"15.20","1119.00","4.2",NA,NA,"Y","Y","Juan",1,1,1,3,"Table S3","CAN25","Treatment",18.9,19.7,4.8,4.8,1.04232804232804,0.0414567136783461,0.0413854331008938,0.00344076517974434,0.0034437299769206,18.1067790985107,17.3307609558105,16.5750007629395,16.6750011444092,82.8166656494141,100.875,16.6250009536743,91.845832824707,674,1.39794000867204,1.95423626784598,1.23881763205345,1.53466912548651,"Bacterivore",1,"Forest"
"675","Liu_et_al_2020",2020,196,"196t",2013,2016,4,9,"Asia","China","Jigongshan (JGS) National Nature Reserve",31.766767,114.0166882,2000,"Nematoda","Chromadorea","Plectida","Plectidae","Wilsonema",NA,NA,"Bacterivore","NO","YES","0-10","NO","19.6",50,"Added","NH4NO3",400,22.4,36,5.4,0.9,18.9,36,4.8,0.8,"FromSE","Soil cores","Individuals/100 gr soil",0.5,0.5,NA,"Temperate_Forest",NA,"15.20","1119.00","4.2",NA,NA,"Y","Y","Juan",1,1,1,3,"Table S3","CAN50","Treatment",18.9,22.4,4.8,5.4,1.18518518518519,0.169899036795397,0.169810364012756,0.00340598076936536,0.00340888880847806,18.1067790985107,17.3307609558105,16.5750007629395,16.6750011444092,82.8166656494141,100.875,16.6250009536743,91.845832824707,675,1.69897000433602,2.88649907563353,1.23881763205345,1.53466912548651,"Bacterivore",1,"Forest"
"676","Liu_et_al_2020",2020,196,"196t",2013,2016,4,9,"Asia","China","Jigongshan (JGS) National Nature Reserve",31.766767,114.0166882,2000,"Nematoda","Chromadorea","Plectida","Plectidae","Wilsonema",NA,NA,"Bacterivore","NO","YES","0-10","NO","19.6",25,"Added","NH4NO3",400,17.3,36,4,0.67,18.9,36,4.8,0.8,"FromSE","Soil cores","Individuals/100 gr soil",0.5,0.5,NA,"Temperate_Forest",NA,"15.20","1119.00","4.2",NA,NA,"Y","Y","Juan",1,1,1,3,"Table S3","UAN25","Treatment",18.9,17.3,4.8,4,0.915343915343915,-0.0884554205618633,-0.0886087541595514,0.00327665913927297,0.00327936677424389,18.1067790985107,17.3307609558105,16.5750007629395,16.6750011444092,82.8166656494141,100.875,16.6250009536743,91.845832824707,676,1.39794000867204,1.95423626784598,1.23881763205345,1.53466912548651,"Bacterivore",1,"Forest"
"677","Liu_et_al_2020",2020,196,"196t",2013,2016,4,9,"Asia","China","Jigongshan (JGS) National Nature Reserve",31.766767,114.0166882,2000,"Nematoda","Chromadorea","Plectida","Plectidae","Wilsonema",NA,NA,"Bacterivore","NO","YES","0-10","NO","19.6",50,"Added","NH4NO3",400,38.1,36,12.8,2.13,18.9,36,4.8,0.8,"FromSE","Soil cores","Individuals/100 gr soil",0.5,0.5,NA,"Temperate_Forest",NA,"15.20","1119.00","4.2",NA,NA,"Y","Y","Juan",1,1,1,3,"Table S3","UAN50","Treatment",18.9,38.1,4.8,12.8,2.01587301587302,0.701052360067059,0.701724136556884,0.00492687931430005,0.00493339913289675,18.1067790985107,17.3307609558105,16.5750007629395,16.6750011444092,82.8166656494141,100.875,16.6250009536743,91.845832824707,677,1.69897000433602,2.88649907563353,1.23881763205345,1.53466912548651,"Bacterivore",1,"Forest"
"678","Liu_et_al_2020",2020,196,"196u",2013,2016,4,9,"Asia","China","Jigongshan (JGS) National Nature Reserve",31.766767,114.0166882,2000,"Nematoda","Chromadorea","Chromadorida","Cyatholaimidae","Achromadora",NA,NA,"Bacterivore","NO","YES","0-10","NO","19.6",50,"Added","NH4NO3",400,0.1,36,0.1,0.02,0,36,0,0,"FromSE","Soil cores","Individuals/100 gr soil",0.5,0.5,NA,"Temperate_Forest",NA,"15.20","1119.00","4.2",NA,NA,"Y","Y","Juan",1,1,1,3,"Table S3","CAN50","Treatment",0.0277777777777778,0.1,0.00144111585016345,0.1,3.6,1.28093384546206,1.29478535168287,0.0278525431139471,0.0282383483780106,18.1067790985107,17.3307609558105,16.5750007629395,16.6750011444092,82.8166656494141,100.875,16.6250009536743,91.845832824707,678,1.69897000433602,2.88649907563353,1.23881763205345,1.53466912548651,"Bacterivore",1,"Forest"
"679","Liu_et_al_2020",2020,196,"196v",2013,2016,4,9,"Asia","China","Jigongshan (JGS) National Nature Reserve",31.766767,114.0166882,2000,"Nematoda","Enoplea","Triplonchida","Bastianiidae","Bastiania",NA,NA,"Bacterivore","NO","YES","0-10","NO","19.6",25,"Added","NH4NO3",400,0.2,36,0.2,0.03,0,36,0,0,"FromSE","Soil cores","Individuals/100 gr soil",0.5,0.5,NA,"Temperate_Forest",NA,"15.20","1119.00","4.2",NA,NA,"Y","Y","Juan",1,1,1,3,"Table S3","CAN25","Treatment",0.0277777777777778,0.2,0.00144111585016345,0.2,7.2,1.97408102602201,1.98793253224281,0.0278525431139471,0.0282383483780106,18.1067790985107,17.3307609558105,16.5750007629395,16.6750011444092,82.8166656494141,100.875,16.6250009536743,91.845832824707,679,1.39794000867204,1.95423626784598,1.23881763205345,1.53466912548651,"Bacterivore",1,"Forest"
"680","Liu_et_al_2020",2020,196,"196w",2013,2016,4,9,"Asia","China","Jigongshan (JGS) National Nature Reserve",31.766767,114.0166882,2000,"Nematoda","Chromadorea","Plectida","Ohridiidae","Domorganus",NA,NA,"Bacterivore","NO","YES","0-10","NO","19.6",25,"Added","NH4NO3",400,0.2,36,0.2,0.03,0.1,36,0.1,0.02,"FromSE","Soil cores","Individuals/100 gr soil",0.5,0.5,NA,"Temperate_Forest",NA,"15.20","1119.00","4.2",NA,NA,"Y","Y","Juan",1,1,1,3,"Table S3","CAN25","Treatment",0.1,0.2,0.1,0.2,2,0.693147180559945,0.693147180559945,0.0555555555555556,0.0563271604938272,18.1067790985107,17.3307609558105,16.5750007629395,16.6750011444092,82.8166656494141,100.875,16.6250009536743,91.845832824707,680,1.39794000867204,1.95423626784598,1.23881763205345,1.53466912548651,"Bacterivore",1,"Forest"
"681","Liu_et_al_2020",2020,196,"196w",2013,2016,4,9,"Asia","China","Jigongshan (JGS) National Nature Reserve",31.766767,114.0166882,2000,"Nematoda","Chromadorea","Plectida","Ohridiidae","Domorganus",NA,NA,"Bacterivore","NO","YES","0-10","NO","19.6",50,"Added","NH4NO3",400,0,36,0,0,0.1,36,0.1,0.02,"FromSE","Soil cores","Individuals/100 gr soil",0.5,0.5,NA,"Temperate_Forest",NA,"15.20","1119.00","4.2",NA,NA,"Y","Y","Juan",1,1,1,3,"Table S3","CAN50","Treatment",0.1,0.0277777777777778,0.1,0.00187616623444989,0.277777777777778,-1.28093384546206,-1.29475937435565,0.0279044977683922,0.028290308266506,18.1067790985107,17.3307609558105,16.5750007629395,16.6750011444092,82.8166656494141,100.875,16.6250009536743,91.845832824707,681,1.69897000433602,2.88649907563353,1.23881763205345,1.53466912548651,"Bacterivore",1,"Forest"
"682","Liu_et_al_2020",2020,196,"196w",2013,2016,4,9,"Asia","China","Jigongshan (JGS) National Nature Reserve",31.766767,114.0166882,2000,"Nematoda","Chromadorea","Plectida","Ohridiidae","Domorganus",NA,NA,"Bacterivore","NO","YES","0-10","NO","19.6",25,"Added","NH4NO3",400,0,36,0,0,0.1,36,0.1,0.02,"FromSE","Soil cores","Individuals/100 gr soil",0.5,0.5,NA,"Temperate_Forest",NA,"15.20","1119.00","4.2",NA,NA,"Y","Y","Juan",1,1,1,3,"Table S3","UAN25","Treatment",0.1,0.0277777777777778,0.1,0.00187616623444989,0.277777777777778,-1.28093384546206,-1.29475937435565,0.0279044977683922,0.028290308266506,18.1067790985107,17.3307609558105,16.5750007629395,16.6750011444092,82.8166656494141,100.875,16.6250009536743,91.845832824707,682,1.39794000867204,1.95423626784598,1.23881763205345,1.53466912548651,"Bacterivore",1,"Forest"
"683","Liu_et_al_2020",2020,196,"196w",2013,2016,4,9,"Asia","China","Jigongshan (JGS) National Nature Reserve",31.766767,114.0166882,2000,"Nematoda","Chromadorea","Plectida","Ohridiidae","Domorganus",NA,NA,"Bacterivore","NO","YES","0-10","NO","19.6",50,"Added","NH4NO3",400,0,36,0,0,0.1,36,0.1,0.02,"FromSE","Soil cores","Individuals/100 gr soil",0.5,0.5,NA,"Temperate_Forest",NA,"15.20","1119.00","4.2",NA,NA,"Y","Y","Juan",1,1,1,3,"Table S3","UAN50","Treatment",0.1,0.0277777777777778,0.1,0.00187616623444989,0.277777777777778,-1.28093384546206,-1.29475937435565,0.0279044977683922,0.028290308266506,18.1067790985107,17.3307609558105,16.5750007629395,16.6750011444092,82.8166656494141,100.875,16.6250009536743,91.845832824707,683,1.69897000433602,2.88649907563353,1.23881763205345,1.53466912548651,"Bacterivore",1,"Forest"
"684","Liu_et_al_2020",2020,196,"196x",2013,2016,4,9,"Asia","China","Jigongshan (JGS) National Nature Reserve",31.766767,114.0166882,2000,"Nematoda","Chromadorea","Desmodorida","Microlaimidae","Microlaimus",NA,NA,"Bacterivore","NO","YES","0-10","NO","19.6",50,"Added","NH4NO3",400,2,36,1.8,0.3,0,36,0,0,"FromSE","Soil cores","Individuals/100 gr soil",0.5,0.5,NA,"Temperate_Forest",NA,"15.20","1119.00","4.2",NA,NA,"Y","Y","Juan",1,1,1,3,"Table S3","CAN50","Treatment",0.0277777777777778,2,0.00144111585016345,1.8,72,4.27666611901606,4.28787873634797,0.0225747653361693,0.0228278931310971,18.1067790985107,17.3307609558105,16.5750007629395,16.6750011444092,82.8166656494141,100.875,16.6250009536743,91.845832824707,684,1.69897000433602,2.88649907563353,1.23881763205345,1.53466912548651,"Bacterivore",1,"Forest"
"685","Liu_et_al_2020",2020,196,"196y",2013,2016,4,9,"Asia","China","Jigongshan (JGS) National Nature Reserve",31.766767,114.0166882,2000,"Nematoda","Enoplea","Triplonchida","Prismatolaimidae","Prismatolaimus",NA,NA,"Bacterivore","NO","YES","0-10","NO","19.6",25,"Added","NH4NO3",400,101.5,36,38.7,6.45,48.7,36,14.8,2.47,"FromSE","Soil cores","Individuals/100 gr soil",0.5,0.5,NA,"Temperate_Forest",NA,"15.20","1119.00","4.2",NA,NA,"Y","Y","Juan",1,1,1,3,"Table S3","CAN25","Treatment",48.7,101.5,14.8,38.7,2.08418891170431,0.734379768393298,0.735116142779361,0.00660364230749157,0.00661508657765934,18.1067790985107,17.3307609558105,16.5750007629395,16.6750011444092,82.8166656494141,100.875,16.6250009536743,91.845832824707,685,1.39794000867204,1.95423626784598,1.23881763205345,1.53466912548651,"Bacterivore",1,"Forest"
"686","Liu_et_al_2020",2020,196,"196y",2013,2016,4,9,"Asia","China","Jigongshan (JGS) National Nature Reserve",31.766767,114.0166882,2000,"Nematoda","Enoplea","Triplonchida","Prismatolaimidae","Prismatolaimus",NA,NA,"Bacterivore","NO","YES","0-10","NO","19.6",50,"Added","NH4NO3",400,114.1,36,37.6,6.27,48.7,36,14.8,2.47,"FromSE","Soil cores","Individuals/100 gr soil",0.5,0.5,NA,"Temperate_Forest",NA,"15.20","1119.00","4.2",NA,NA,"Y","Y","Juan",1,1,1,3,"Table S3","CAN50","Treatment",48.7,114.1,14.8,37.6,2.3429158110883,0.851396226779486,0.851621748431524,0.00558193683944087,0.00558977720417628,18.1067790985107,17.3307609558105,16.5750007629395,16.6750011444092,82.8166656494141,100.875,16.6250009536743,91.845832824707,686,1.69897000433602,2.88649907563353,1.23881763205345,1.53466912548651,"Bacterivore",1,"Forest"
"687","Liu_et_al_2020",2020,196,"196y",2013,2016,4,9,"Asia","China","Jigongshan (JGS) National Nature Reserve",31.766767,114.0166882,2000,"Nematoda","Enoplea","Triplonchida","Prismatolaimidae","Prismatolaimus",NA,NA,"Bacterivore","NO","YES","0-10","NO","19.6",25,"Added","NH4NO3",400,41.5,36,14.6,2.43,48.7,36,14.8,2.47,"FromSE","Soil cores","Individuals/100 gr soil",0.5,0.5,NA,"Temperate_Forest",NA,"15.20","1119.00","4.2",NA,NA,"Y","Y","Juan",1,1,1,3,"Table S3","UAN25","Treatment",48.7,41.5,14.8,14.6,0.852156057494866,-0.159985602851892,-0.159549321703548,0.00600345583205223,0.00601265654377448,18.1067790985107,17.3307609558105,16.5750007629395,16.6750011444092,82.8166656494141,100.875,16.6250009536743,91.845832824707,687,1.39794000867204,1.95423626784598,1.23881763205345,1.53466912548651,"Bacterivore",1,"Forest"
"688","Liu_et_al_2020",2020,196,"196y",2013,2016,4,9,"Asia","China","Jigongshan (JGS) National Nature Reserve",31.766767,114.0166882,2000,"Nematoda","Enoplea","Triplonchida","Prismatolaimidae","Prismatolaimus",NA,NA,"Bacterivore","NO","YES","0-10","NO","19.6",50,"Added","NH4NO3",400,35.9,36,8.6,1.43,48.7,36,14.8,2.47,"FromSE","Soil cores","Individuals/100 gr soil",0.5,0.5,NA,"Temperate_Forest",NA,"15.20","1119.00","4.2",NA,NA,"Y","Y","Juan",1,1,1,3,"Table S3","UAN50","Treatment",48.7,35.9,14.8,8.6,0.737166324435318,-0.304941734594311,-0.305427426435704,0.00415950985257802,0.00416407112969624,18.1067790985107,17.3307609558105,16.5750007629395,16.6750011444092,82.8166656494141,100.875,16.6250009536743,91.845832824707,688,1.69897000433602,2.88649907563353,1.23881763205345,1.53466912548651,"Bacterivore",1,"Forest"
"689","Liu_et_al_2020",2020,196,"196z",2013,2016,4,9,"Asia","China","Jigongshan (JGS) National Nature Reserve",31.766767,114.0166882,2000,"Nematoda","Chromadorea","Desmodorida","Microlaimidae","Prodesmodora",NA,NA,"Bacterivore","NO","YES","0-10","NO","19.6",25,"Added","NH4NO3",400,4,36,1.5,0.25,5.4,36,2.4,0.4,"FromSE","Soil cores","Individuals/100 gr soil",0.5,0.5,NA,"Temperate_Forest",NA,"15.20","1119.00","4.2",NA,NA,"Y","Y","Juan",1,1,1,3,"Table S3","CAN25","Treatment",5.4,4,2.4,1.5,0.740740740740741,-0.300104592450338,-0.300894951675304,0.00939321844993141,0.00941590125584793,18.1067790985107,17.3307609558105,16.5750007629395,16.6750011444092,82.8166656494141,100.875,16.6250009536743,91.845832824707,689,1.39794000867204,1.95423626784598,1.23881763205345,1.53466912548651,"Bacterivore",1,"Forest"
"690","Liu_et_al_2020",2020,196,"196z",2013,2016,4,9,"Asia","China","Jigongshan (JGS) National Nature Reserve",31.766767,114.0166882,2000,"Nematoda","Chromadorea","Desmodorida","Microlaimidae","Prodesmodora",NA,NA,"Bacterivore","NO","YES","0-10","NO","19.6",50,"Added","NH4NO3",400,4.7,36,2.1,0.35,5.4,36,2.4,0.4,"FromSE","Soil cores","Individuals/100 gr soil",0.5,0.5,NA,"Temperate_Forest",NA,"15.20","1119.00","4.2",NA,NA,"Y","Y","Juan",1,1,1,3,"Table S3","CAN50","Treatment",5.4,4.7,2.4,2.1,0.87037037037037,-0.138836444854216,-0.138807181229476,0.0110324641493429,0.0110628938220043,18.1067790985107,17.3307609558105,16.5750007629395,16.6750011444092,82.8166656494141,100.875,16.6250009536743,91.845832824707,690,1.69897000433602,2.88649907563353,1.23881763205345,1.53466912548651,"Bacterivore",1,"Forest"
"691","Liu_et_al_2020",2020,196,"196z",2013,2016,4,9,"Asia","China","Jigongshan (JGS) National Nature Reserve",31.766767,114.0166882,2000,"Nematoda","Chromadorea","Desmodorida","Microlaimidae","Prodesmodora",NA,NA,"Bacterivore","NO","YES","0-10","NO","19.6",25,"Added","NH4NO3",400,1.1,36,0.4,0.07,5.4,36,2.4,0.4,"FromSE","Soil cores","Individuals/100 gr soil",0.5,0.5,NA,"Temperate_Forest",NA,"15.20","1119.00","4.2",NA,NA,"Y","Y","Juan",1,1,1,3,"Table S3","UAN25","Treatment",5.4,1.1,2.4,0.4,0.203703703703704,-1.5910887737659,-1.59199571069978,0.0091600630321169,0.00918186225540701,18.1067790985107,17.3307609558105,16.5750007629395,16.6750011444092,82.8166656494141,100.875,16.6250009536743,91.845832824707,691,1.39794000867204,1.95423626784598,1.23881763205345,1.53466912548651,"Bacterivore",1,"Forest"
"692","Liu_et_al_2020",2020,196,"196z",2013,2016,4,9,"Asia","China","Jigongshan (JGS) National Nature Reserve",31.766767,114.0166882,2000,"Nematoda","Chromadorea","Desmodorida","Microlaimidae","Prodesmodora",NA,NA,"Bacterivore","NO","YES","0-10","NO","19.6",50,"Added","NH4NO3",400,4.2,36,1.9,0.32,5.4,36,2.4,0.4,"FromSE","Soil cores","Individuals/100 gr soil",0.5,0.5,NA,"Temperate_Forest",NA,"15.20","1119.00","4.2",NA,NA,"Y","Y","Juan",1,1,1,3,"Table S3","UAN50","Treatment",5.4,4.2,2.4,1.9,0.777777777777778,-0.251314428280906,-0.251215571865912,0.0111716497298508,0.0112028609418632,18.1067790985107,17.3307609558105,16.5750007629395,16.6750011444092,82.8166656494141,100.875,16.6250009536743,91.845832824707,692,1.69897000433602,2.88649907563353,1.23881763205345,1.53466912548651,"Bacterivore",1,"Forest"
"693","Ruan_et_al_2012",2012,200,"200a",2005,2010,6,3,"Asia","China","Inner_Mongolia_Grassland_Ecosystem_Research_Station",43.633333,116.7,500,"Nematoda",NA,NA,NA,NA,NA,NA,"Bacterivore","YES","YES","0-25","NO",NA,25,"Added","CO(NH2)2",40,337.94,4,47.84,23.92,244.62,4,38.2,19.1,"FromSE","Soil cores","Individuals/100 gr dry soil",NA,NA,NA,"Grassland steppe","Low (1-3 sheep ha-1) and high (4 sheep ha-1) pastures","2","343","7.2",NA,NA,"Y","Y","Juan",1,1,1,3,"Table 2","","Treatment",244.62,337.94,38.2,47.84,1.38148965742785,0.323162378873287,0.322619144495463,0.0111065939281253,0.0111377281388856,19.2473411560059,7.92751121520996,2.44166660308838,1.66666686534882,20.341667175293,23.9333343505859,2.0541667342186,22.1375007629395,693,1.39794000867204,1.95423626784598,0.899136865104721,0.808447102190346,"Bacterivore",1,"Non-forest"
"694","Ruan_et_al_2012",2012,200,"200a",2005,2010,6,3,"Asia","China","Inner_Mongolia_Grassland_Ecosystem_Research_Station",43.633333,116.7,500,"Nematoda",NA,NA,NA,NA,NA,NA,"Bacterivore","YES","YES","0-25","NO",NA,50,"Added","CO(NH2)2",40,322.99,4,43.72,21.86,244.62,4,38.2,19.1,"FromSE","Soil cores","Individuals/100 gr dry soil",NA,NA,NA,"Grassland steppe","Low (1-3 sheep ha-1) and high (4 sheep ha-1) pastures","2","343","7.22",NA,NA,"Y","Y","Juan",1,1,1,3,"Table 2","","Treatment",244.62,322.99,38.2,43.72,1.32037445834355,0.277915376931855,0.277157410172067,0.0106771291641973,0.0107062039496035,19.2473411560059,7.92751121520996,2.44166660308838,1.66666686534882,20.341667175293,23.9333343505859,2.0541667342186,22.1375007629395,694,1.69897000433602,2.88649907563353,0.899136865104721,0.808447102190346,"Bacterivore",1,"Non-forest"
"695","Ruan_et_al_2012",2012,200,"200b",2005,2010,6,3,"Asia","China","Inner_Mongolia_Grassland_Ecosystem_Research_Station",43.633333,116.7,500,"Nematoda",NA,NA,NA,NA,NA,NA,"Fungivore","YES","YES","0-25","NO",NA,25,"Added","CO(NH2)2",40,28.53,4,6.14,3.07,27.29,4,7.21,3.61,"FromSE","Soil cores","Individuals/100 gr dry soil",NA,NA,NA,"Grassland steppe","Low (1-3 sheep ha-1) and high (4 sheep ha-1) pastures","2","343","7.2",NA,NA,"Y","Y","Juan",1,1,1,3,"Table 2","","Treatment",27.29,28.53,7.21,6.14,1.04543788933675,0.0444358305051617,0.041500197781293,0.0290293802908459,0.029248674460353,19.2473411560059,7.92751121520996,2.44166660308838,1.66666686534882,20.341667175293,23.9333343505859,2.0541667342186,22.1375007629395,695,1.39794000867204,1.95423626784598,0.899136865104721,0.808447102190346,"Fungivore",2,"Non-forest"
